nomor_baris,file_sumber,tweet,label_saat_ini,label_seharusnya,tingkat_keyakinan,alasan,status
901,negatif,Ngeri banget 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
902,negatif,"Lek aku wes murka nder, soale keluargaku lek liburan metu omah jarang2, tepak ngene maro gak dijak, suckit 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
903,negatif,kalo jijik si keterlaluan hha wong muntah jg karna dimasukin tytyd dia 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
904,negatif,Ya takutnya si Raja Baper tersinggung nti Sby Ngigau 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
905,negatif,Saya heran sma haters. Idupnya anyep banget apa ya kalau sehari kagak kritik orang. Julid mulu kerjaanya. Kagak bisa lihat orang tenang. Bawanya ngjak perang mulu. yang parah udh ngetag ngetag gitu 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
906,negatif,Kesal banget mau nyuci piring kran nya malah ga nyala. Pas lagi ga mau nyuci malah jalan.😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
907,negatif,"Sungguh, bisa dibilang aku benci isi kepalaku saat ini, tentang pemikiran yang sebelumnya sudah aku iyakan malah jadi bumerang buat diri sendiri kenyataannya. 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
908,negatif,"Orang yang suka ngeluh kaya gini tidak bersyukur akan hidupnya, selalu merasa paling sengsara, paling capek, paling berat beban hidupnya di dunia. 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
909,negatif,Biar nambah views aja sih setau aku. Aku aja yang kpop fans kdg risih sama yang suka begituan di berita pny org lain 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
910,negatif,Sudah muak dengan perdramaan 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
911,negatif,"ga maaf buat kali ini gue ingkar janji sama kyuhyun. muak anjir ditindas mulu, semakin didiemin semakin ngelunjak 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
912,negatif,"Udah jam 2 pagi baru mau pules baca ginian kok emosi ya,, SJ disalahin mulu,,di bilang grup om-om pula,,benci dh gw sama fans gen3,,LEBAY AMAT !! 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
913,negatif,"Pencitraan 😠 tapi presiden kesayangan Tuhan... mau bisa apa? Apapun yang dia kerjakan walau bohong sekalipun tetap di sayang Tuhan, manusia bisa apa? Kasus esmka aja... terlihat jelas bohong, tetap saja Tuhan tak murka 💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
914,negatif,"Masih diancam sdh gugup, tremor dan grogi 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
915,negatif,Marah yang paling marah yaitu udah dibiarin dan gapeduli. 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
916,negatif,"Tiap orang bebas mengekspresikan kasih sayangnya, terserah mo bagaimana gaya pacarannya asal ttp pada norma yang berlaku ajaaa. Kalo udah ga sesuai norma susila yaaaa risih laaaaaa 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
917,negatif,"Sbg orang yang benci politisi sjk orde reformasi di korupsi,sy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyat,tp lbh pd eksistensi diri dan strata sosial scr personal,penjilat yang mahir 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
918,negatif,"Giliran galau aja cari , giliran senang lupa alias babi lu ri 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
919,negatif,Pak..liat.kalian hanya 7 orang. Bikin repot ribuan orang di stasiun. Pak...pak jokowi itu pernah naik kereta ke bogor...gak nyusahin orang pak. Tapi kalian ber 7 ko nyusahin ribuan orang penumpang ya.. Anda itu terlalu.. Dikira bangga kali rakyat ngeliatnya. 😠💣💔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
920,negatif,seneng ngeliat harga omi lumayan tinggi di sini tapi tsuzuru mahal sendiri... 😠 kok saya kesal ya,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
921,negatif,Aku kesal tp mutual ku harus ikut kesal juga 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
922,negatif,merasa jijik 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
923,negatif,"Sumpah ak jijik banget mbe wong seng sok asik, sok2an mekso mangan iki iku, njijikki cok2. Mending nek kui barangmu, kui barange wong mbo tawak2e 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
924,negatif,takut mati 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
925,negatif,Thankyou bikin kesal dimalam hari 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
926,negatif,"Mana ada yang percaya lagi dgn rezim pendusta, rakyat sdh muak dgn segala dagelan yang dilakukan oleh begundal2 pembuat sengsara rakyat. 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
927,negatif,Merelakan dia bahagia meskipun tanpa bersama. Nyatanya aku tidak baik baik saja. 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
928,negatif,"Sabar ustaz,,, doakan saja manusia2 yang berperilaku seperti hewan itu kena azam Allah kerna telah makan uang2 rakyat sengsara 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
929,negatif,jujur ak gapd bgt guys benci bgt bikin ginian tuh tp yauda la kepalang namanya jg tugas akhir kursus 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
930,negatif,Ih itu ya jijik sih kan dr kotoran hewN 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
931,negatif,Njirr senjatanya ngeri 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
932,negatif,"ada orang jahat ""ihhh dasar bejat banget orangnya, biarin aja pasti dia hidupnya bakal susah dan sengsara"" pas orangnya udah jadi lebih baik ""ih dasar sok baik banget, sini aku bongkar semua rahasia kejahatan lo dulu, JeJaK DiGiTaL KeJaM B0s"" terus maunya gimana? 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
933,negatif,ngeri bgt tkut diserang ardhito 🤢,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
934,negatif,Jijik syu 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
935,negatif,"Hmm ak tersinggung, karena ak masuk kategori yang nongkrong bertahun-tahun 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
936,negatif,Harus aku liatin aku nangis tiap hari ? Harus aku liatin segala beban ? Benefit nya apa ? 😔 Aku tak butuh simpati munafik! Ini saja ku buat karena ku sudah muak dengan mulut2 mereka! 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
937,negatif,Rumah aku itu kontrakan. Cmn ada 2 doang. Tiap hujan atau kotor dia atau suaminya mana mau bersihin lantai dpn rumahnya. Hii jijik aku. 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
938,negatif,"Kebahagiaan yang sebanyak ini, aku harap nanti nya tak ada duka yang menghampiri. 💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
939,negatif,"Jujur, aku sbg penikmat vs korea enjoy aja lihatnya. Mungkin ada fans yang tersinggung . Tapi aku sngt menyayangkan pembuburan vs ini huhuu 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
940,negatif,Apa setelah menulis itu sama sekali tidak ada dorongan untuk sembunyikan diri dari seluruh entitas di bumi?????????? 🙄 Apkh tdk malu???????,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
941,negatif,Kelakuannya bikin aku murka mulu dah 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
942,negatif,"Kitorang tak benci kpop, kitorang benci fans ii dia, menyirap bodo aku 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
943,negatif,Orang yang pemberani justru yang tak takut menempuh resiko kegagalan dan menanggung kesalahan. Pengecut itu pihak yang tak mau mencoba karena takut gagal 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
944,negatif,"bodo nak mampos la haihhhh pastu kata heechul mention momo boleh affect momo wtf takde siapa pon benci momo sekarang ni, diorang je yang over yang burukkan keadaan 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
945,negatif,Anjay... aku tersinggung lho.. wkwkw 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
946,negatif,"Bukannya gak mau nonton dad, tapi takut banget. Takut nangis, I'm not ready for it. Bisa bisa nangis kejer 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
947,negatif,Itu hanyalah buat mengisi kekosongan hari ku yang penuh penat 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
948,negatif,Kalau emang jadi Beban Mundur saja Bang biar mentri lain pun semua yang g bisa kerja jgn Omdo mundur saja. Kasian Rakyat nunggu pemerintah bekerja mensejahtrakan Rakyat malah 6 tahun Rakyat makin sengsara 😠💣💔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
949,negatif,Baik nya bu Nicke mundur daripada hrs terseret kedalam rezim pendusta yang sengsara kan rakyat. 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
950,negatif,"ga heran si kenapa followerku ga naik ternyata aku suka blokir org yang songong kalo di ajak jbjb ga prnah ngerespon, sok ngartis lagi.. 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
951,negatif,"Pantes aja kalau ""yang pada di atas"" lagi murka wong kreak kreak kadunyan isine lak mung paduuuuuu ae sampe dulure dewe diuntal. Iki mengko nek derr tenan yo salahmu dewe, rausah nyalahke liyan wong koe sing marahi liyan rekasan. 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
952,negatif,"Tertipu dengan retorikamu, pesonamu, dan janji2 manismu wahai bapak yang pernah datang ke tempatku berkuliah ketika awal semester. 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
953,negatif,Takut karena ada apa2nya 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
954,negatif,Kating nya beneran julid kak ? Kirain becanda Wah heran nya cowo kok lemes bnget mulut nya ngalahin emak 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
955,negatif,"Tatapan tajam serta dingin Lucien menusuk sanubariku. Ah.... betapa kuingin ditatap sepanjang malam Sampai iapun tersenyum arogan ""Tidak kusangka kau akan terpesona sampai seperti itu"" Lucien tidak hentinya menatapku, menggunakan tangan besarnya untuk memegang daguku 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
956,negatif,tumben banget torrent jelek lagi kaya gini pada males banget ngeseeds heran 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
957,negatif,"Sy heran koq ada org pensiunan Jenderal TNI tp koq terlht sngt tdk nasionalis banget, sngt berpihak ke Tiongkok n TKA nya. Woy... pak tua yang serakah hartamu tdk kau bawa mati, hanya Jas, dasi n Peti mati yang mahal nanti kau bawa. Kesel ! 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
958,negatif,wkwkw kecewa aku sama diriku sendiri td sore wkwkwk bodo aku wkwk 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
959,negatif,"tapi kan habib kecewa sama pks, fanboy isis templatenya gitu 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
960,negatif,Ko gaada yang ngeretweet ya. 😕 Kecewa,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
961,negatif,aq. aq dulu lebi ship ini daripada main leadnya. CAKEM SOALNYA SANG BUM. sampe kesal mereka tidak berlanjut irl. 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
962,negatif,SUDAH PUAS SAYA PANTAU SAATNYA MENYELEDING KALIAN SEMUA 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
963,negatif,"tapi kaya bangga like ""shit keren bgt gue"" orang lain mana kepikiran 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
964,negatif,Demi Masa Depan Yang Kita Mimpi Kan Hapuskanlah Kenangan Yang Mengusik Perasaan Tiap Kali Memandang Mu Tak Terhingga 😔 Kesal Ku Maafkan Aku Sayang Menodai Kepercayaan Mu,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
965,negatif,SUMPAH YA KALO SAMPE HYUNBIN GAJADI SEOJUN AING KECEWA PARAH 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
966,negatif,"Lagi kau buka ruang untuk terima golongan macamtu, lagi diorg besau kepala. dah tentu tentu benda salah, benda Allah murka. Semua umat Islam tahu, yang bukan Islam pun tahu. Benda mcmni lagi byk negatif dari positif. Ada sbb setiap yang Allah tetapkan. Dan kau cuma hamba biasa. INGAT 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
967,negatif,woe min klu gak ada tanggepan aku putus benar ya. udh muak aku sering kayak gni 😔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
968,negatif,"Youn murka [aww takut] Youn: hssjjsjs LU! yang BENER AJA, BEGINIAN LU TANYA KE GUE? GUE SAMBIT LU YA SJSKKLLLQ uyon marah huftt, formasi panjat pinang melorot dan ambruk satu2, menyisakan Hangyul diatas masih usahain ambil mejikom dan sepeda family. Weiyoun baku hantam xixixix 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
969,negatif,Mereka belum puas hingga Islam hancur dan lenyap. Kite selepet jidatnye. 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
970,negatif,"apa kamu tida malu ngehujat pake nama fandom laen? uda la kalo gabut mah gabut aja gosah ngajak tubir orang, eh lupa deng kan situ 😠💔 sampah ya sampah kan tugasnya bikin risih orang ups bcnd syg",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
971,negatif,Oke fix. Doi gw udh hampir 1 abad belum balas chat gw. Gugup nya kelewatan 😕,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
972,negatif,sedih harus ditinggal rian gatau sampe kapan aku ngapain ya sebulan kedepan disini wkw 😔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
973,negatif,"Itu masa lalu mas Dito, milik mas dito. Yang penting mas sekarang gak begitu. Eneng paham kok mas. Kalo ketauan skr begitu ya maap mas, eneng kecewa 😔ngehehehe",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
974,negatif,"Ooh, kita perlu kecewa 😔 Untuk tahu bahagia Bukankah luka menjadikan Kita saling menguatkan",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
975,negatif,jijik bgst! 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
976,negatif,"Ngeliat orang lain susah, ngeliat ortu susah, stress mau kepala 2, kehilangan temen, menyadari terlalu banyak fake friend disekitar kita, inget seseorang yang bikin kita kecewa. 😔💔😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
977,negatif,"TERSINGGUNG AKU, KALIAN GATAU BETAPA ENAKNYA BUBUR DIADUK 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
978,negatif,Heran aja...biasanya petugas yang duluan dtg k Bandara ini kok udah mw take off blm ada petugasnya...mw plg Makassar 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
979,negatif,Makin insecure sama covid19 skrg yang tadi nya makan di abang biasa aja eh skrg rada ngeri grgr abang kurang higenis padah dari dulu masa bodo aku ngelitin nya 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
980,negatif,Senang sekali bisa berbagi sebuah racun 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
981,negatif,tak bangga malah terasa bodo sebab sampai sekarang ada parut heh 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
982,negatif,gue ngeri itu orang kecebur menk 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
983,negatif,"Jijik kali kan via vallen bisanya cuma cover lagu semua orang, nggak kreatif kali, haha tunggu aja lagu kpop ini 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
984,negatif,Minta pap msih tingkat risih standar Lu bayangin si jamet maksa Vc-an mulu coy gakenal aku k dia dan gapernah aku angkat budu amat aku ga read chatnya 😠 Risih tay,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
985,negatif,Duka ka. Bobo we yuuu 😔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
986,negatif,Kesingung melawan sampe mati. Dibilang pentol korek sumbu pendek tersinggung. 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
987,negatif,Sebagai guru opo koe ra merasa tersinggung akan hal itu mbak! 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
988,negatif,Kesal bacanya pake nyanyi 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
989,negatif,dimarahin karena air di rumah abis dan ditanya kenapa ngga masak air. yaaaaa gimana ya daritadi stay on pc terus ini yaallah udah berapa jam. mana lapar deuih kulen membuatku sengsara 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
990,negatif,"Sebelum ia pergi, kupukul lengan mas Rama pelan. ""Nakal banget,"" bisikku kesal. 🙄 Nyaris memasang wajah cemberut. Mas Rama ngapain aja sih di Singapura?! Bukannya serius sama kak Vita juga... ndak tau ah. Nanti kalau mas Rama datang aku mau sembunyi saja.",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
991,negatif,JANCOK!! PALING BENCI KALO MAU KETAWA HARUS NYUSAHIN OTAK DULU ASU !!! 😠💣,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
992,negatif,membunuhnya saat ia meludahimu karena kau berusaha membelanya saat ia diejek gay. Kau harusnya bangga padaku kan? Mulut Jansen melekuk manis membentuk senyuman. Namun tidak dengan netranya. Ansel bisa melihat sorot luka disana. Sorot penyesalan di setiap sudut yang ada. 😠💔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
993,negatif,"pemerintah indonesia ini pada ga bersyukur,memiliki kekayaan alam yang berlimpah ruah sampai2 negri lain iri,kok ya negara di kelola kaya main barbie2an..rakyatnya semakin sengsara,yg kaya makin foya2 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
994,negatif,Dah lah aku benci kau 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
995,negatif,"Yah, sedikit kecewa gue sama lu. 😠 Lain kali komen aja langsung kalo ngga sreg. Pasti bakal gue jawab. Btw, prinsipnya jg sama aja sih. Lu jg komentator terhadap komentator. Ngga ada beda. Krn seperti gue bilang td. Inilah Twitter. Ruang publik beropini. Sip, selamat santap sahur.",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
996,negatif,"Lah gausah curhat bang, Kalo muak ya beli brand sebelah, udh tau kapasitas produksinya emg gabisa banyak tp ngutruk pengen ini itu. Bikin aja brand sendiri bos ! 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
997,negatif,Yg goblok itu manusia yang seneng dirinya di jajah trs sampe mati. Scopus itu produk penjahan baru terhadap intelektualitas. Coba tanya pak rocky gerung apakah dia trtarik dgn ID Scopus?? Saya yakin dia jg muak dgn praktik tolol duni pendidikan sprti ini 😠💣💔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
998,negatif,"Saya tersinggung, campur sedih, terluka hatiku, ambyarrr cintaku, saat pemimpinku memuja dirinya 😔💔🔥",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
999,negatif,"Our last day pkp fasa 1. Haha sambung esok pulak. Kalau semua okay haritu, esk mesti kita dah boleh sambung kerja mcm biasa kan huhu 😔 sedih",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1000,negatif,mau murka sedih bgt rasanya 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1001,negatif,"birthday this year la paling sedih hahahahaha dengan teringat benda lama, waktu pkp pulak. 2020 is definitely not my year :('",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1002,negatif,"suka banged 😛 heran sama human kaya lo klo suka sama si a ya suka aja dih, g usah jatuhin si b biar fans nya ngikut di fandom lo mau si b jelek buriq goblo for real sekalipun (meskipun gaada bener2nya njir), ya biarin aja dih die famous juga kgk pake duit lu anyinkk",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1003,negatif,"Ga sii, tp kalo akoe si ngapa2in bilang tp ga per jam juga, per mao ngapain aja wkw. Risih ya putus ih, eh ga ding dibiciriin dili biik2 mana yang bisa bikin saling nyaman 😔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1004,negatif,Apa sih sbnrnya yang sedang di tutup tutupi pemerintah.. Masyarakat udah muak dengan sandiwara 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1005,negatif,Dani james dole ya koma benci 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1006,negatif,Kan aku tersinggung 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1007,negatif,Mantap tuh beritanya klo perlu dipecat aja. biar Jakarta gak sengsara 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1008,negatif,"And kalau you know me, guatuh paling gasuka sama orng yang klo ngomong aja tuh gajelas aku yang kek ""apaan si anjir"" gitu. Karna kalo ade aku ngambek juga ngomongnya suka gajelas kek have no confident buat ngelawan aku hahaha 😛 Pokonya aku gasuka, makinlah aku tambah risih kan",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1009,negatif,"Suka heran sama kalian yang kasian liat hidup gw trus bilang ""gausah fikirin ortu kamu, kan masih ada kita.. kamu fikirin masa depan kamu aja"" tapi giliran kolot aing sengsara sia kemana ??? Apa2 jadi utang, bayangin kalo seluruh hidup lu dari janin sampe lu nikah jadi utang gmn? 😠💣💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1010,negatif,Pernah ngak sih lo jijik aja liat seseorang? padahal dia ngak ngapa ngapain!!! . . . Kayaknya aku doang deh... 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1011,negatif,MURKA aku GAPERNAH DITANYA INDAH 😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1012,negatif,"Aku sedih, dia seolah kuat. dia kecewa, aku yang tersakiti. yang lain memperkeruh, teman2 ku membela. dia di bela, aku yang terusik. dia yang buka dia pula yang kecewa. 💔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1013,negatif,tak best senarnya jadi morning person ni sebab senang bosan em member semua ketiduran lagi 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1014,negatif,"Duka atuh nya ih, da abi mah ti tokyo belah wetan 😔",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1015,negatif,"better use dilemma instead of kedilemaan. opo gak puas awakmu mencipta kata membersamai yang bikin kupingku risih, ha? 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1016,negatif,"gasii, jatohnya jadi risih. kayak gada kesibukan aja. hidup ga melulu ttg cowo 😛",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1017,negatif,Sudah muak dgn sumua ini ustdz..klo masih tdk ada ke adilah sy berharap ulama mengambil tindakan.😠,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1018,negatif,"Bijaknya mundur aja pak Yason.., lagian kita dah muak liat muka di TL. 😠",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1019,negatif,Normal kan kita stress or penat bila belajar ye lah dgn assignments banyak pastu nak kejar deadline untuk submit lagi. Tapi aku tak nak bagitau pon aku stress ke penat ke sebab aku ada satu perasaan takut yang orang akan ckp padan muka kau sapa suruh kau sambung study 😔,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1020,negatif,JIJIK! 😛,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
