nomor_baris,file_sumber,tweet,label_saat_ini,label_seharusnya,tingkat_keyakinan,alasan,status
1244,negatif,knp smpai segitu benci nya km knp harus aku yang jadi seperti gini bagaimana aku mau lanjutin hidup ku kasih aku satu kesempatan untuk berjumpa dgn mu spya hati ini tenang... dewasa la... aku cuma ingin tau apa yang semua terjadi... jgn dulu pake emosi  <Wajah Termenung Sedih> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1245,negatif,"Sebetulnya agama Islam jg tdk membolehkan merusak tempat memuja sesembahan agama lain, tp entah itu para kadrun sukanya kalap rusak2 tempat ibadah agama lain...sy muslim jg heran mrk yang spt kitab sucinya apa  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1246,negatif,Lu semua yang senang saat momoring mau nangis  <Wajah Memutar Mata> . Banyak elf juga yang nyuruh heechul putusin momo itu yang kalian sebut senang,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1247,negatif,"Emang dasarnya benci Anis, tapi kita bisa lihatlah partai mqnq yang ngotot, kelompok mana itu pasti kacung2 reklamasi yang gagal mereka dendam kepada P Anis  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1248,negatif,Lagi lagi kecewa sama apa yang ditunggu2.gue gak merasakan apa2 setelah itu. yang ada cuma nyesek  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1250,negatif,"yang bikin gue risih adalah karna si Ardhito ini punya tampang, cewe2 nanggapin nya malah kaya seneng-_- <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1251,negatif,apa nata gak muak denger hadeh lu ml  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1252,negatif,"Halah mba, lo kalo ngeliat orang sange juga jijik  <Wajah Menjulurkan Lidah>  jangan gitu lah, jgn munafik, gue tuh dah nebak banget ini pola pikir lo asli KWOAWKSKSKSKSK",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1253,negatif,"muak  <Wajah Marah> : jujur, Jaehyun... saat itu aku belum siap untuk memulai hidup berkeluarga. Aku terlalu lama hidup sebagai wanita karir sampai aku takut hidupku berubah... ditambah kamu yang selalu minta untuk punya anak. Disitu aku muak... dan karena muak aku malah jadi gak mau...",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1254,negatif,Malah harus masukin nama hanbin soalnya itu lagu buatan hanbin. See ga ada yang sempet bikin lagu buat lagu CB merek. Dan yang masih blame hanbin karena CB yang delay.  <Wajah Agak Merengut>  Murka lah semua iKONIC. Ga penting surat klatifikasinya itu cuma buat jadiin hanbin kambing hitam,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1256,negatif,Iya yang lain ap lgi tzuyu kayak gimana gitu Sumpah aku kesal pingin ninju tpi gak bisa serius  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1257,negatif,Ya maklum lah antenknya orde baru yang kaga senang sama pemerintah  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1259,negatif,Sumpah sih benci banget sm cj cj cj!!  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1262,negatif,"Kalau dibandingkan Melayu ndgn bangsa lain aku bangga dilahirkan dalam melayu. Seburuk buruk bangsaku tidak menganiayah bangsa lain sewenang wenangnya, bangsa Melayu berjaya memertabatkan Islam seadanya. Kalau kau jumpa yang teruk2 itu hanyalah ndlm lingkaran hidupmu. Tidak mengambar  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1263,negatif,cowo cowo gabisa tahan ya kalo sange  <Wajah Menjulurkan Lidah>  ngeri banget ngajak ngajak,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1266,negatif,"ambil dah, muak banget gue  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1267,negatif,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yang di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yang ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik...  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1268,negatif,Benci gw setiap wat nyanyi pasti di akhir lirik matanya natap si tine..  <Wajah Menjulurkan Lidah>  Beruntung banget lu tineeeee,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1269,negatif,"Si ezol blm plng"" q mlh mimpi aneh banget y Allah.. da yang mayat tiba"" bangun trs mnt maaf sm ibu bpk da yang iwan udh plng mlh q gak ketemu sm Ezol lg da yang q marai ezol trs ezol marah dan pergi dr rumah q.q kejar udh gak bs da yang q udh menikah sm org trs ezol slh phm blok semua akun q.  <Wajah Marah>  <Bom>  <Hati Patah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1270,negatif,"mau nahan juga malah jadi nyakitin diri sendiri  <Wajah Menjulurkan Lidah>  gasii hmm gimana ya, b aja sih cuma kalo udah keseringan bangetbangetbanget risih liatnya. 16",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1273,negatif,"PLISS GAISS JGN DIKASIH PANGGUNG, APALAGI DI DM DM KEK yang KMRN TU JINGAN JUANCO ASU JANGAN KASI PANGGUNG PAHAM KAGA DUH GUSTI AK MURKA  <Wajah Marah>  <Bom>  <Hati Patah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1274,negatif,"Bener. Ada temenku yang bagiku udah berubah. Gak kayak dulu, awalnya sedih, kezel, kecewa, tp ya mau gimana, masa dipaksa sama terus kan gak mgkn. Pdhl bs jd aku jg udh beda di mata mereka  <Wajah Termenung Sedih> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1275,negatif,Dia jd bangetu.. awalnya pp mm g tau bgimana aku hrs brthan slma berthun2 bgini sndirian.. mm pp pun sdh g mau aku berurusan lg dn NP wlau bbrp kli skretaris ny mghbgi. Aku cukup kecewa aku ga bisa melanjutkan s2 ku tapi ternyata Tuhan punya rencana yang lebih baik..  <Wajah Termenung Sedih> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1276,negatif,Apa yang Ada di otak cewek perusak hubungan orang? Heran aku Apa emng gak ada otak? yang ngebantuin biar jadian apalagi  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1278,negatif,Kecewa biasa . Santuy aja kali akh. Tau gak sih jalanan itu tmpt yang unik lu bisa jumpa org dri mana aja yang gak lu tau. Mana tau jodoh lu ada diantar org2 yang pernah lu jumpai dijalanan kn wkwkw  <Wajah Menjulurkan Lidah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1279,negatif,Mgkn dia sewot krn bagian dr kelompok yang suka merampok uang rakyat.... Mosok 100 hari perampokan2 BUMN semakin ugal2an lbh ngeri dr sby.... Usut tuntas dana pilpres jokowi... BUMN jagan dijadikan korban untuk kemenengan dan kekuasaan.  <Wajah Marah>  <Bom>  <Hati Patah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1280,negatif,"Udah 2020 masi ada yang ngomong2 cebong kampret, heran  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1281,negatif,"5. ak anak bontot, alyas anak yang sering disuru suru mulu ma kakaknya hnggg  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1284,negatif,"Sedih gak sih, nyawa melayang2  <Wajah Termenung Sedih>  Hanya krn jokes . Disisi lain banyak nyawa berjatuhan krn misi kemanusiaan, perjuangan melawan penyakit, perjuangan memperoleh hak Dan kesetaraan.",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1286,negatif,Rasis banget ya Allah Segera berikan mereka azabbbbb Kesal bangett  <Wajah Marah>  <Bom> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1287,negatif,"Risih lah, cringe banget. Lu siapa aku anjir  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1288,negatif,"10 thn yang lalu twit di akun lama w sih isinya juga jijik banget, emang yang lain gagitu ya?  <Wajah Menjulurkan Lidah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1289,negatif,Saya heran sma haters. Idupnya anyep banget apa ya kalau sehari kagak kritik orang. Julid mulu kerjaanya. Kagak bisa lihat orang tenang. Bawanya ngjak perang mulu. yang parah udh ngetag ngetag gitu  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1290,negatif,Biar nambah views aja sih setau aku. Aku aja yang kpop fans kdg risih sama yang suka begituan di berita pny org lain  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1291,negatif,Marah yang paling marah yaitu udah dibiarin dan gapeduli.  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1292,negatif,"Sbg orang yang benci politisi sjk orde reformasi di korupsi,sy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyat,tp lbh pd eksistensi diri dan strata sosial scr personal,penjilat yang mahir  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1293,negatif,"Mana ada yang percaya lagi dgn rezim pendusta, rakyat sdh muak dgn segala dagelan yang dilakukan oleh begundal2 pembuat sengsara rakyat.  <Wajah Marah>  <Bom>  <Hati Patah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1294,negatif,"Sabar ustaz,,, doakan saja manusia2 yang berperilaku seperti hewan itu kena azam Allah kerna telah makan uang2 rakyat sengsara  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1295,negatif,jujur ak gapd banget guys benci banget bikin ginian tuh tp yauda la kepalang namanya jg tugas akhir kursus  <Wajah Menjulurkan Lidah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1296,negatif,ngeri banget tkut diserang ardhito  <Wajah Mual> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1297,negatif,"Hmm ak tersinggung, karena ak masuk kategori yang nongkrong bertahun-tahun  <Wajah Menjulurkan Lidah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1298,negatif,"Jujur, aku sbg penikmat vs korea enjoy aja lihatnya. Mungkin ada fans yang tersinggung . Tapi aku sngt menyayangkan pembuburan vs ini huhuu  <Wajah Menjulurkan Lidah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1300,negatif,Itu hanyalah buat mengisi kekosongan hari ku yang penuh penat  <Wajah Menjulurkan Lidah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1301,negatif,Kalau emang jadi Beban Mundur saja Bang biar mentri lain pun semua yang g bisa kerja jgn Omdo mundur saja. Kasian Rakyat nunggu pemerintah bekerja mensejahtrakan Rakyat malah 6 tahun Rakyat makin sengsara  <Wajah Marah>  <Bom>  <Hati Patah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1302,negatif,Baik nya bu Nicke mundur daripada hrs terseret kedalam rezim pendusta yang sengsara kan rakyat.  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1303,negatif,"ga heran si kenapa followerku ga naik ternyata aku suka blokir org yang songong kalo di ajak jbjb ga prnah ngerespon, sok ngartis lagi..  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1306,negatif,"tapi kaya bangga like ""shit keren banget gue"" orang lain mana kepikiran  <Wajah Menjulurkan Lidah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1307,negatif,"Lagi kau buka ruang untuk terima golongan macamtu, lagi diorg besau kepala. dah tentu tentu benda salah, benda Allah murka. Semua umat Islam tahu, yang bukan Islam pun tahu. Benda mcmni lagi byk negatif dari positif. Ada sbb setiap yang Allah tetapkan. Dan kau cuma hamba biasa. INGAT  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1309,negatif,"apa kamu tida malu ngehujat pake nama fandom laen? uda la kalo gabut mah gabut aja gosah ngajak tubir orang, eh lupa deng kan situ  <Wajah Marah>  <Hati Patah>  sampah ya sampah kan tugasnya bikin risih orang ups bcnd syang",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1310,negatif,Heran aja...biasanya petugas yang duluan dtg k Bandara ini kok udah mw take off blm ada petugasnya...mw plg Makassar  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1311,negatif,Makin insecure sama covid19 skrg yang tadi nya makan di abang biasa aja eh skrg rada ngeri grgr abang kurang higenis padah dari dulu masa bodo aku ngelitin nya  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1312,negatif,"pemerintah indonesia ini pada ga bersyukur,memiliki kekayaan alam yang berlimpah ruah sampai2 negri lain iri,kok ya negara di kelola kaya main barbie2an..rakyatnya semakin sengsara,yang kaya makin foya2  <Wajah Marah>  <Bom>  <Hati Patah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1313,negatif,yang goblok itu manusia yang seneng dirinya di jajah trs sampe mati. Scopus itu produk penjahan baru terhadap intelektualitas. Coba tanya pak rocky gerung apakah dia trtarik dgn ID Scopus?? Saya yakin dia jg muak dgn praktik tolol duni pendidikan sprti ini  <Wajah Marah>  <Bom>  <Hati Patah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1314,negatif,mau murka sedih banget rasanya  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1316,negatif,Apa sih sbnrnya yang sedang di tutup tutupi pemerintah.. Masyarakat udah muak dengan sandiwara  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1321,negatif,Terus nanti ketua dioperasi dimana? Kim sabu gimana sih nanti diakhir? Woii sumpah benci banget sama direktur(?) itu  <Wajah Marah>  <Bom>  <Hati Patah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1322,negatif,"Gue muak apa goverment. Gue kesel juga, bukannya karantina wilayah malah, darurat sipil . Kesel. Udh banyak banget korbannya, masih aja si buzzerp tolol, bego adu domba! Kecewa banget ama pemerintahan skarang!  <Wajah Marah>  <Bom>  <Hati Patah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1323,negatif,selamat pagi tweeps ..semoga kelen sehat semuanya ya... jgn lupa cuci tangan pake sabun buka pintu fasilitas umum pake siku atw gunakan sarung tgn n maskeran ya... aku cebong saya kardun kita sebangsa ya.... yang kmi benci bukan kelen ya...bong tp pemimpin pongah  <Wajah Marah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1325,negatif,"muak banget sama pertanyaan ""kenapa kenapa kenapa kenapa kenapa"" berak  <Wajah Marah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1327,negatif,Jijik banget anjay  <Wajah Menjulurkan Lidah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1329,negatif,2 gadis Bali yang sukses jadi diva Indonesia padahal bukan juara pertama Idol hanya finalis tapi mereka yang meledak album lagunya dan lebih terkenal dibanding juara juara pertama nya idol. Mahalini dan Anggis. Muachhhhh  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah> untuk kalian berdua,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1330,negatif,Hanya doa dan keharuan yang selalu terselip disetiap mimpi ku <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1332,negatif,Always jadi pengantar tidurku <Wajah Tersenyum Dengan Mata Tersenyum> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1333,negatif,Baguss <Wajah Tersenyum Dengan Mata Tersenyum>  lagunya enak,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1335,negatif,hugs online <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1336,negatif,Iklannya ngeselin <Wajah Menangis> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1337,negatif,kangen dia <Wajah Menangis>  <Wajah Menangis> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1339,negatif,Enak bnged didengar <Tanda Kecupan Ciuman> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1340,negatif,"Lagu-lagunya keren semua...sukaaaa banget.
 <Hati Merah>  <Hati Merah>  <Hati Merah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1342,negatif,Jabi kangen sama mantan  <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis>  <Wajah Menangis> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1343,negatif,inget waktu jaman sekolah <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1344,negatif,Jadi ingat kenangan masa lalu <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1345,negatif,Xsharusny kmbli lgi krana cinta bslut dusta yang pnuh kpuraan iye tllu murah bgiku shinga dia mnabur cinta sana sini dn bsyukur ku allah tlah mnjauhkn aku driny dn mhilangkn rsa cintaku kpdanya ku rela hatimatiotak0 dri trima kmbli <Wajah Menangis Gembira>  <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1347,negatif,Lagunya enak dan menyentuh hati yng  lagi sedih  <Wajah Menangis>  <Tangan Merapat Berdoa>  <Wajah Tersenyum Malaikat>  <Wajah Tersenyum Malaikat> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1348,negatif,Syukuri q mseh mmpu hdir tuk mnemanimu yang ptma <Wajah Menangis Gembira> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1349,negatif,enak lagu nya <Wajah Memeluk>  <Wajah Memeluk> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1350,negatif,"Makasih telah menghibur,dan mengenang masa lalu yang indah2  <Hati Merah>  <Wajah Menangis Gembira> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1351,negatif,Lagu ini bikin aku teringat masa kecil ku bakalan sama orang tua <Wajah Menangis> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1353,negatif,Sudah banyak kenangan dengan lagu2 ini <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1354,negatif,ya allah  <Wajah Menangis Kencang> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1355,negatif,2025 tapi masih asyik dengerin lagu jadul jadi ingat masalalu manis asem pahit teringat kembali dimasa itu <Hati Merah>  <Wajah Tersenyum Dengan Mata Tersenyum> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1356,negatif,Enak banget  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Wajah Tersenyum Dengan Mata Tersenyum> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1357,negatif,Nostalgia langsung flashback  saat lagi dengerin radio pada jaman nya  <Wajah Lega> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1358,negatif,lagu ini sangat nyata buat aku yang di tingalkan alm suami ku <Wajah Menangis Kencang> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1359,negatif,paling 2025 <Wajah Menangis Gembira> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1360,negatif,Enak lagu nya bikin hati adem  <Hati Merah>  <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1362,negatif,Enak didengar untuk semua umur <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1363,negatif,Senang dengarkan lagu ini haha <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1364,negatif,Pas banget dengan kisah ku saat ini <Wajah Menangis> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1365,negatif,Masyaallah bagus banget di dengar nya  <Wajah Tersenyum Dengan Mata Tersenyum> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1366,negatif,"Alhamdulillah lagunya
Ternyeyak tidur aku <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah>  <Hati Merah> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1367,negatif,lagu penuh kenangan  <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1368,negatif,Sungguh enak didengar dan menyentuh sukmaku karena liriknya sama dgn riwayat kehidupanku saat ini <Hati Merah>   <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>  <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1369,negatif,"Ingat mantan pacar dengar lagu ini.rasa nya sakit,tapi kini rasa sakit itu sudah Allah obati dengan suami yang sangat menyayangi aku dn anak2 ku. <Hati Merah>  <Hati Merah>  <Hati Merah> suami ku .",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1370,negatif,Seandainya Dunia ini tidak jahat sama laki-laki Yang tidak punya uang pasti tidak sesakit ini  <Wajah Menangis>  <Wajah Menangis> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1371,negatif,"Lagunya membuat aku teringat mantan, kini kita berpisah uda hampir 7 tahun tapi tetap saja aku kangen, entah dimana kamu berada pokoknya aku selalu mendoakan kamu, semoga kamu baik baik saja dan jaga baik baik badan kamu ya <Wajah Menangis>  <Wajah Menangis>  <Wajah Menangis> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1372,negatif,"lagu yang mengingatkan saya di masa"" kluarga masih utuh bahagia'y waktu itu

namun sekarang tinggal kenangan  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1373,negatif,Alhamdulillah <Wajah Tersenyum Dengan Mata Tersenyum> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1374,negatif,Kereennnn sumpahhhh.... <Hati Merah>  <Hati Merah>  <Hati Merah>  dengerin sambil ngopi sambil ikut nyanyi sepotong sepotong sambil seruuuuupuut kopi <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1376,negatif,Yang sabar ya  <Wajah Tersenyum Dengan Mata Tersenyum> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1377,negatif,Dengerinnya sambil ngopi wow mantap ingat masa muda........  <Hati Merah>  <Hati Merah>  <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1378,negatif,Huuukhuuuk <Wajah Menangis Gembira> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1379,negatif," <Hati Merah> lagu enak, banget di denger di siang hari",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1381,negatif,"lagu nya mengisahkan ku waktu aku duduk di bangku sma ,ya allah teringat lagi deh kisah cintaku dulu <Wajah Menangis Kencang>  <Wajah Menangis Kencang>  <Wajah Menangis Kencang> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1383,negatif,"Keren lagunya, sukses selalu ya kak <Bunga Mawar>  <Bunga Mawar>  <Bunga Mawar> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1384,negatif,Kmu sllu ada di hati biar jauh ttp aku sayang kmu sayang <Hati Merah>  <Hati Merah> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1385,negatif,"Enak di denger lagu lama, tapi kebanyakan iklan <Wajah Menangis Gembira>  <Wajah Menangis Gembira> ",negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
1386,negatif,pastinya.... <Wajah Menangis Gembira> ,negatif,ambiguous,Rendah,"Error: ""Could not resolve authentication method. Expected",PERLU_REVIEW
